game,numPlayers,ai,run,move,player,choices,choice,time
Goofspiel,2,PR,13,16,2,6,2,0
Goofspiel,2,PR,13,17,1,5,5,394
Goofspiel,2,PR,13,18,2,5,5,0
Goofspiel,2,PR,13,19,1,4,4,250
Goofspiel,2,PR,13,20,2,4,1,0
Goofspiel,2,PR,13,21,1,3,1,143
Goofspiel,2,PR,13,22,2,3,2,0
Goofspiel,2,PR,13,23,1,2,1,85
Goofspiel,2,PR,13,24,2,2,1,0
Goofspiel,2,PR,13,25,1,1,1,0
Goofspiel,2,PR,13,26,2,1,1,0
Goofspiel,2,PR,14,1,1,13,1,4033
Goofspiel,2,PR,14,2,2,13,4,0
Goofspiel,2,PR,14,3,1,12,11,3165
Goofspiel,2,PR,14,4,2,12,3,0
Goofspiel,2,PR,14,5,1,11,11,2606
Goofspiel,2,PR,14,6,2,11,1,0
Goofspiel,2,PR,14,7,1,10,1,1961
Goofspiel,2,PR,14,8,2,10,8,0
Goofspiel,2,PR,14,9,1,9,8,1499
Goofspiel,2,PR,14,10,2,9,2,0
Goofspiel,2,PR,14,11,1,8,3,1116
Goofspiel,2,PR,14,12,2,8,7,0
Goofspiel,2,PR,14,13,1,7,2,817
Goofspiel,2,PR,14,14,2,7,7,0
Goofspiel,2,PR,14,15,1,6,6,547
Goofspiel,2,PR,14,16,2,6,4,0
Goofspiel,2,PR,14,17,1,5,1,404
Goofspiel,2,PR,14,18,2,5,4,0
Goofspiel,2,PR,14,19,1,4,3,242
Goofspiel,2,PR,14,20,2,4,1,0
Goofspiel,2,PR,14,21,1,3,1,159
Goofspiel,2,PR,14,22,2,3,1,0
Goofspiel,2,PR,14,23,1,2,2,92
Goofspiel,2,PR,14,24,2,2,1,0
Goofspiel,2,PR,14,25,1,1,1,0
Goofspiel,2,PR,14,26,2,1,1,0
Goofspiel,2,PR,15,1,1,13,1,4117
Goofspiel,2,PR,15,2,2,13,10,0
Goofspiel,2,PR,15,3,1,12,1,3259
Goofspiel,2,PR,15,4,2,12,3,0
Goofspiel,2,PR,15,5,1,11,11,2580
Goofspiel,2,PR,15,6,2,11,6,0
Goofspiel,2,PR,15,7,1,10,9,1986
Goofspiel,2,PR,15,8,2,10,6,0
Goofspiel,2,PR,15,9,1,9,1,1484
Goofspiel,2,PR,15,10,2,9,3,0
Goofspiel,2,PR,15,11,1,8,8,1113
Goofspiel,2,PR,15,12,2,8,6,0
Goofspiel,2,PR,15,13,1,7,2,797
Goofspiel,2,PR,15,14,2,7,6,0
Goofspiel,2,PR,15,15,1,6,6,543
Goofspiel,2,PR,15,16,2,6,5,0
Goofspiel,2,PR,15,17,1,5,1,387
Goofspiel,2,PR,15,18,2,5,1,0
Goofspiel,2,PR,15,19,1,4,4,256
Goofspiel,2,PR,15,20,2,4,2,0
Goofspiel,2,PR,15,21,1,3,1,145
Goofspiel,2,PR,15,22,2,3,2,0
Goofspiel,2,PR,15,23,1,2,1,91
Goofspiel,2,PR,15,24,2,2,2,0
Goofspiel,2,PR,15,25,1,1,1,0
Goofspiel,2,PR,15,26,2,1,1,0
Goofspiel,2,PR,16,1,1,13,1,4198
Goofspiel,2,PR,16,2,2,13,9,0
Goofspiel,2,PR,16,3,1,12,1,3299
Goofspiel,2,PR,16,4,2,12,10,0
Goofspiel,2,PR,16,5,1,11,8,2609
Goofspiel,2,PR,16,6,2,11,4,0
